Policy ID,Policy Type,Coverage Amount,Premium Amount,Policy Start Date,Policy End Date,Payment Frequency,Status,Customer ID,,
POL37412181,Health,230605,1705.9,2015-12-29,2021-07-25,Annually,Active,CUST84146717,,
POL45925285,Auto,334978,936.94,2024-06-11,2028-11-19,Annually,Lapsed,CUST73711975,,
POL75543657,Auto,176782,1956.98,2019-05-17,2022-10-19,Quarterly,Active,CUST33692337,,
POL11532182,Auto,458904,736.44,2023-09-01,2030-10-23,Monthly,Terminated,CUST96555170,,
POL98320607,Auto,162821,651.41,2021-07-14,2029-04-06,Monthly,Active,CUST76896663,,
POL45391676,Life,498261,338.76,2020-05-01,2029-08-03,Quarterly,Lapsed,CUST05166868,,
POL17800247,Life,393154,573.45,2023-03-08,2030-05-17,Monthly,Active,CUST81230725,,
POL06415305,Life,332217,186.72,2018-01-01,2026-05-10,Monthly,Lapsed,CUST70625014,,
POL85856716,Auto,128629,450.63,2020-03-14,2023-09-17,Quarterly,Lapsed,CUST70634368,,
POL62254331,Life,130868,1950.07,2022-12-17,2032-02-28,Monthly,Terminated,CUST78501377,,
POL38330072,Life,140278,1649.87,2018-04-08,2021-07-08,Monthly,Lapsed,CUST57608382,,
POL18753841,Health,151308,401.61,2018-09-29,2025-10-14,Quarterly,Lapsed,CUST53636696,,
POL22750173,Life,203897,1837.48,2015-01-05,2024-09-15,Quarterly,Active,CUST93980968,,
POL97686386,Life,189118,1060.31,2020-04-28,2022-06-24,Annually,Active,CUST52438130,,
POL65281628,Life,497084,468.52,2016-01-21,2025-03-23,Annually,Lapsed,CUST89320263,,
POL08877517,Auto,42119,1177.78,2016-01-01,2022-02-05,Monthly,Terminated,CUST99515838,,
POL86049888,Property,180634,1288.06,2019-11-18,2022-07-28,Monthly,Terminated,CUST23879674,,
POL19159127,Health,361724,1819.82,2023-04-16,2025-03-09,Annually,Lapsed,CUST37922598,,
POL62185518,Life,153032,462.86,2021-05-14,2026-10-28,Quarterly,Terminated,CUST75783850,,
POL81605555,Life,240777,1927.84,2022-05-20,2030-09-07,Annually,Active,CUST35249786,,
POL16978594,Property,440323,473.85,2018-06-07,2024-02-17,Monthly,Lapsed,CUST44732504,,
POL29655105,Property,219432,1097.78,2024-11-12,2034-05-03,Quarterly,Active,CUST83175784,,
POL60099234,Life,99389,1959.42,2020-11-01,2028-03-25,Annually,Terminated,CUST79785817,,
POL19174209,Life,369920,235.7,2018-09-23,2026-05-03,Annually,Active,CUST86885915,,
POL41019516,Auto,81369,475.45,2020-05-13,2025-11-27,Monthly,Terminated,CUST67943535,,
POL70872179,Life,64102,1783.8,2024-05-12,2030-05-04,Monthly,Lapsed,CUST34833670,,
POL64702950,Life,282653,217.73,2023-12-28,2028-05-01,Annually,Lapsed,CUST68667580,,
POL91015458,Auto,179052,1297.96,2016-10-10,2026-07-21,Monthly,Terminated,CUST64350786,,
POL37628555,Health,92430,1034.01,2019-10-19,2024-08-28,Annually,Terminated,CUST28914554,,
POL17984911,Property,108505,1588.99,2021-11-23,2026-05-28,Annually,Terminated,CUST69199405,,
POL34336501,Auto,189816,697.35,2024-04-12,2025-04-13,Annually,Lapsed,CUST97698598,,
POL41495893,Life,275758,1741.36,2021-03-21,2023-05-06,Quarterly,Lapsed,CUST08294495,,
POL24807912,Health,228370,1037.69,2023-12-16,2029-07-23,Annually,Active,CUST51938281,,
POL08383719,Auto,313577,1623.87,2024-04-05,2030-08-02,Annually,Lapsed,CUST89386367,,
POL35283143,Health,462448,751.07,2024-11-15,2027-05-22,Monthly,Terminated,CUST97654101,,
POL00638794,Property,203889,1846.57,2022-12-07,2030-01-02,Quarterly,Active,CUST49236023,,
POL39150268,Life,166167,271.22,2022-01-14,2023-01-23,Quarterly,Lapsed,CUST75662303,,
POL44829275,Property,296888,1534.61,2018-05-28,2021-09-15,Annually,Lapsed,CUST53497384,,
POL95375629,Auto,481196,433.34,2024-09-13,2029-01-17,Quarterly,Lapsed,CUST04837076,,
POL25403992,Auto,164236,100.24,2020-07-05,2025-03-01,Monthly,Active,CUST89073515,,
POL05460747,Health,87164,440.91,2024-03-11,2030-06-30,Annually,Terminated,CUST96630079,,
POL95475973,Life,199335,609.41,2019-10-11,2029-06-17,Monthly,Lapsed,CUST61187078,,
POL55645770,Property,230257,1616.03,2024-01-18,2027-04-02,Annually,Lapsed,CUST16866580,,
POL62201641,Health,352047,1370.75,2018-02-01,2019-07-08,Annually,Lapsed,CUST65675664,,
POL16400516,Property,68135,435.62,2016-10-24,2023-12-29,Quarterly,Lapsed,CUST74979874,,
POL57602095,Auto,333599,383.09,2017-07-29,2020-04-01,Annually,Terminated,CUST40586562,,
POL24546559,Health,484329,564.74,2019-06-24,2024-08-13,Quarterly,Lapsed,CUST28036132,,
POL48748875,Life,192302,402.18,2016-04-10,2018-10-05,Quarterly,Lapsed,CUST24412701,,
POL43843486,Health,454720,1167.99,2018-03-08,2025-07-08,Annually,Active,CUST96217751,,
POL72255591,Life,232078,1837.43,2020-11-21,2022-07-14,Quarterly,Terminated,CUST83456609,,
POL18760277,Health,261769,1336.48,2023-09-26,2025-10-11,Annually,Terminated,CUST44275097,,
POL51104112,Life,219027,1445.02,2020-01-22,2028-10-05,Monthly,Active,CUST90674765,,
POL40049374,Health,437457,541.98,2022-11-03,2032-08-11,Annually,Terminated,CUST37223429,,
POL22613795,Life,161343,1437.82,2020-07-26,2023-08-13,Monthly,Lapsed,CUST29981317,,
POL89182008,Health,303941,1669.34,2019-08-14,2028-10-12,Quarterly,Active,CUST98006967,,
POL69702312,Property,47191,1644.7,2017-11-01,2022-11-02,Annually,Terminated,CUST45155063,,
POL47394285,Auto,288179,647.01,2021-11-17,2029-08-06,Annually,Lapsed,CUST56275781,,
POL96935129,Auto,274855,1663.13,2015-11-08,2017-12-16,Quarterly,Active,CUST70030309,,
POL13931730,Property,216368,1775.04,2024-02-07,2031-08-16,Quarterly,Lapsed,CUST93249760,,
POL57782466,Life,38149,574.58,2022-06-19,2024-02-13,Monthly,Active,CUST26798925,,
POL37802566,Health,262222,1361.35,2017-03-20,2023-10-17,Annually,Active,CUST94551901,,
POL42513263,Health,265695,777.85,2018-07-19,2023-03-26,Monthly,Lapsed,CUST39886528,,
POL83060919,Property,70878,1246.26,2018-03-09,2021-11-08,Monthly,Active,CUST49837558,,
POL42742626,Life,416969,953.92,2020-05-09,2025-02-24,Quarterly,Active,CUST78628805,,
POL91813694,Property,152565,373.54,2020-08-06,2027-10-07,Quarterly,Lapsed,CUST13480810,,
POL95405693,Property,322237,731.98,2018-05-09,2026-06-12,Quarterly,Terminated,CUST31889067,,
POL35996382,Property,225316,1048.6,2024-09-16,2031-07-13,Quarterly,Terminated,CUST93732507,,
POL32788321,Auto,361035,131.07,2022-12-19,2030-08-11,Annually,Active,CUST19175258,,
POL62864496,Property,206627,492.76,2015-02-13,2017-10-24,Quarterly,Active,CUST91330063,,
POL61062551,Life,353061,758.9,2020-08-08,2028-01-27,Monthly,Lapsed,CUST94440051,,
POL45455008,Property,234941,1057.66,2021-11-24,2030-06-27,Annually,Lapsed,CUST49321550,,
POL85749437,Health,64961,1494.86,2022-09-12,2025-09-10,Quarterly,Lapsed,CUST20848847,,
POL97854951,Health,71260,184.61,2022-12-07,2027-10-30,Quarterly,Active,CUST42649877,,
POL39231633,Auto,68339,1457.91,2017-02-13,2020-09-01,Quarterly,Active,CUST51129594,,
POL83596471,Auto,360837,1184.18,2021-09-20,2029-11-17,Annually,Terminated,CUST41171867,,
POL73557141,Property,460639,583.52,2018-03-29,2022-08-29,Monthly,Active,CUST00745482,,
POL31169168,Health,169143,1283.76,2017-06-26,2023-05-24,Quarterly,Terminated,CUST98331725,,
POL39556502,Health,397665,1921.55,2020-05-04,2023-03-18,Annually,Active,CUST82455264,,
POL43123760,Property,350932,1515.97,2020-06-16,2027-12-15,Annually,Lapsed,CUST53231078,,
POL52570875,Property,121261,1874.3,2021-12-09,2030-10-23,Annually,Lapsed,CUST32344189,,
POL56665937,Life,301806,570.1,2020-04-26,2022-01-03,Quarterly,Lapsed,CUST31924421,,
POL23145372,Health,42840,733.61,2024-08-05,2032-05-19,Monthly,Active,CUST91459619,,
POL32166365,Life,37620,866.61,2021-01-18,2029-05-02,Annually,Lapsed,CUST72531071,,
POL48971029,Auto,382820,1637.43,2022-06-12,2027-12-31,Monthly,Lapsed,CUST71619691,,
POL67260165,Property,127021,1490.18,2021-01-20,2022-08-12,Monthly,Lapsed,CUST15843494,,
POL89484652,Auto,333408,1926.37,2019-03-20,2022-08-09,Quarterly,Lapsed,CUST09366032,,
POL89737164,Health,475662,1072.78,2016-09-22,2024-08-28,Quarterly,Active,CUST40770489,,
POL27685502,Life,419799,1918.44,2016-06-30,2021-12-01,Quarterly,Lapsed,CUST00150301,,
POL97765922,Life,17722,187.65,2018-10-21,2026-01-14,Monthly,Terminated,CUST21321824,,
POL38306907,Life,79338,1889.84,2022-10-18,2024-06-10,Quarterly,Terminated,CUST58637584,,
POL25998313,Life,295798,1200.92,2022-06-22,2024-07-25,Quarterly,Lapsed,CUST21748118,,
POL74661339,Property,414315,554.05,2024-01-12,2029-05-19,Quarterly,Active,CUST82595798,,
POL39266909,Health,359569,866.92,2019-12-10,2028-01-03,Quarterly,Lapsed,CUST91954014,,
POL62033992,Health,455419,904.12,2020-12-11,2028-07-04,Quarterly,Lapsed,CUST19245315,,
POL33819244,Auto,482085,395.95,2018-12-07,2024-09-29,Quarterly,Terminated,CUST11501139,,
POL73888890,Life,228739,1128.92,2019-09-27,2026-07-22,Monthly,Lapsed,CUST41660600,,
POL13345815,Property,339608,969.51,2018-09-26,2027-07-22,Quarterly,Active,CUST81225418,,
POL32410068,Life,443958,1481.74,2019-07-15,2028-10-03,Annually,Lapsed,CUST40396385,,
POL69821903,Auto,225776,1547.96,2015-12-11,2021-05-28,Quarterly,Lapsed,CUST90321947,,
POL87761575,Health,298732,1578.44,2018-08-02,2028-07-29,Quarterly,Active,CUST10072038,,
POL57434745,Property,493897,328.6,2022-07-12,2027-01-30,Monthly,Terminated,CUST73332147,,
POL90998412,Life,210660,1950.62,2022-03-04,2029-12-01,Annually,Lapsed,CUST83206040,,
POL55253594,Property,192027,1309.83,2019-12-11,2027-03-06,Annually,Terminated,CUST24433893,,
POL96803168,Auto,106074,1902.18,2019-12-08,2023-09-07,Quarterly,Lapsed,CUST60069995,,
POL66073787,Health,115527,168.62,2018-02-16,2025-01-08,Quarterly,Active,CUST45148477,,
POL05708532,Property,221413,602.92,2016-09-03,2017-10-21,Quarterly,Active,CUST88488520,,
POL20890423,Life,168941,170.75,2024-05-07,2026-09-04,Quarterly,Active,CUST10680740,,
POL18433097,Life,319831,541.76,2023-12-19,2030-07-15,Monthly,Active,CUST50304623,,
POL21822034,Life,480019,486.06,2016-04-11,2025-06-16,Monthly,Lapsed,CUST56689252,,
POL87603432,Health,114872,1452.93,2017-11-15,2026-03-01,Annually,Lapsed,CUST88009581,,
POL87116208,Health,264237,1077.11,2017-05-03,2020-06-02,Annually,Active,CUST02523364,,
POL85070326,Health,343452,1606.39,2016-04-02,2018-08-21,Monthly,Terminated,CUST31204776,,
POL15824139,Health,226834,866.94,2017-07-20,2026-08-27,Quarterly,Active,CUST90162029,,
POL74324052,Auto,470174,758.76,2021-05-17,2031-04-12,Monthly,Terminated,CUST01418738,,
POL10828457,Property,173304,1295.21,2017-01-25,2020-11-09,Quarterly,Lapsed,CUST74177659,,
POL49583465,Health,115608,918.91,2019-11-10,2023-03-29,Quarterly,Active,CUST56215398,,
POL64169471,Property,392057,1392.18,2021-07-16,2028-12-29,Quarterly,Lapsed,CUST82451970,,
POL34306249,Property,329123,780.52,2020-11-23,2030-11-13,Annually,Terminated,CUST22367504,,
POL15413250,Auto,93227,1937.64,2017-04-24,2020-07-04,Monthly,Lapsed,CUST03850539,,
POL07584414,Property,310200,1091.08,2017-11-19,2019-01-02,Quarterly,Terminated,CUST54704750,,
POL10466419,Property,459656,237.95,2023-11-05,2029-10-18,Monthly,Active,CUST59063255,,
POL07992427,Health,204294,1211.31,2016-04-02,2022-11-24,Quarterly,Lapsed,CUST88971515,,
POL79774019,Auto,464057,1818.92,2019-07-01,2028-11-02,Monthly,Terminated,CUST38172611,,
POL86678758,Health,458975,577.2,2021-06-05,2028-10-18,Monthly,Lapsed,CUST41146530,,
POL91301507,Property,397996,1115.86,2018-04-11,2019-07-08,Annually,Active,CUST78277888,,
POL75790395,Property,136467,989.53,2018-12-23,2027-10-11,Monthly,Active,CUST19037538,,
POL72689700,Life,196771,979.09,2021-01-02,2027-01-10,Monthly,Active,CUST97737134,,
POL79257166,Health,215042,129.57,2018-12-25,2023-10-08,Annually,Lapsed,CUST04470605,,
POL54084176,Health,432217,146.21,2020-06-21,2023-03-08,Annually,Terminated,CUST59014511,,
POL61208002,Life,392041,1956.26,2020-04-08,2022-12-05,Quarterly,Lapsed,CUST20605632,,
POL18175825,Property,365154,1524.48,2019-07-21,2026-11-03,Quarterly,Active,CUST48070910,,
POL27152348,Auto,91872,666.42,2015-08-05,2021-06-15,Quarterly,Active,CUST66770624,,
POL65805829,Life,375199,1588.75,2022-03-20,2029-05-17,Annually,Terminated,CUST79016088,,
POL91110515,Health,453190,438.78,2020-09-16,2022-06-20,Monthly,Terminated,CUST26436799,,
POL47692099,Property,253023,1335.62,2018-01-01,2024-06-23,Monthly,Active,CUST33123037,,
POL03021304,Health,24850,1543.02,2020-03-09,2021-11-10,Monthly,Terminated,CUST71031652,,
POL52373291,Health,271787,999.41,2017-10-18,2026-08-26,Monthly,Terminated,CUST56743742,,
POL00027462,Health,433764,453.51,2019-07-06,2026-03-21,Annually,Terminated,CUST24420078,,
POL00053682,Auto,249903,1976.49,2022-11-03,2025-12-23,Annually,Active,CUST73495153,,
POL91428444,Auto,290712,397.42,2018-04-21,2021-12-02,Quarterly,Active,CUST49675622,,
POL47427298,Health,163264,1791.02,2021-06-03,2023-11-20,Annually,Lapsed,CUST01201519,,
POL23259824,Life,92641,893.25,2023-05-29,2028-12-28,Monthly,Terminated,CUST58157397,,
POL58913291,Health,180686,539.64,2015-01-24,2016-09-07,Monthly,Terminated,CUST36291804,,
POL70221797,Life,25303,411.7,2015-10-08,2023-08-03,Monthly,Active,CUST13006395,,
POL17760836,Life,145836,881.74,2019-09-15,2025-01-18,Quarterly,Lapsed,CUST49174127,,
POL84155447,Health,218757,903.39,2024-09-01,2034-08-15,Annually,Lapsed,CUST24621636,,
POL61012482,Auto,473653,1860.87,2020-05-07,2029-07-18,Monthly,Active,CUST83482447,,
POL27562885,Health,453237,619.24,2015-06-08,2017-03-16,Quarterly,Lapsed,CUST89191740,,
POL51145761,Health,75481,518.88,2024-03-22,2033-03-17,Quarterly,Active,CUST29454283,,
POL19986234,Property,126137,186.67,2022-10-12,2028-09-22,Quarterly,Terminated,CUST88971515,,
POL83558215,Health,331539,230.44,2024-04-03,2029-03-18,Quarterly,Terminated,CUST29339598,,
POL51223603,Life,32230,124.24,2023-02-05,2030-02-20,Annually,Active,CUST12708863,,
POL53424615,Life,73825,792.37,2020-01-12,2021-05-18,Annually,Terminated,CUST42176644,,
POL97116121,Health,100857,955.45,2024-02-27,2033-12-16,Annually,Terminated,CUST23290415,,
POL52256054,Life,335090,1509.97,2022-08-17,2025-12-04,Annually,Terminated,CUST44038518,,
POL15452704,Auto,137366,1454.35,2019-11-20,2022-09-12,Annually,Lapsed,CUST02924046,,
POL35880668,Property,60581,1246.99,2022-10-18,2028-03-10,Annually,Lapsed,CUST91838380,,
POL09718181,Property,216807,1703.88,2019-02-01,2028-12-09,Annually,Terminated,CUST48602212,,
POL71221796,Property,141379,1288.24,2017-03-14,2027-02-11,Monthly,Lapsed,CUST63404306,,
POL11657273,Life,197430,520.16,2024-03-03,2030-04-30,Quarterly,Active,CUST58906130,,
POL13040382,Life,273532,1787.06,2023-09-22,2029-10-27,Annually,Active,CUST01201519,,
POL81188650,Health,171965,919.26,2022-01-23,2023-03-23,Monthly,Terminated,CUST42550834,,
POL94226268,Health,240438,1549.93,2023-02-03,2025-02-14,Monthly,Terminated,CUST56919473,,
POL72474540,Health,461777,1880.56,2018-08-15,2023-10-30,Annually,Terminated,CUST76241465,,
POL95614962,Health,247626,829.14,2021-08-16,2027-07-28,Monthly,Active,CUST77843488,,
POL09396530,Life,65489,269.74,2017-01-20,2022-09-23,Monthly,Terminated,CUST34234173,,
POL72359932,Life,351671,143.03,2020-08-26,2029-04-19,Annually,Lapsed,CUST53665257,,
POL87284738,Property,147663,268.76,2020-11-02,2022-01-25,Monthly,Terminated,CUST43028954,,
POL79841700,Health,223867,388.12,2023-01-25,2029-12-23,Monthly,Active,CUST28678258,,
POL05346693,Auto,46416,1550.34,2021-07-26,2025-10-14,Annually,Terminated,CUST57078534,,
POL04666316,Health,79373,860.66,2021-04-19,2023-02-03,Annually,Active,CUST67064326,,
POL23939811,Auto,476819,1978.09,2019-12-28,2029-10-19,Annually,Active,CUST88974312,,
POL14694740,Life,90182,1191.56,2019-11-10,2027-07-21,Monthly,Terminated,CUST39775134,,
POL50904690,Health,11946,1586.35,2017-04-17,2025-06-09,Monthly,Terminated,CUST67112766,,
POL84945685,Life,225155,451.73,2019-12-24,2027-05-09,Annually,Lapsed,CUST28007772,,
POL45056410,Property,117410,1249.07,2017-04-18,2026-06-18,Monthly,Lapsed,CUST20442550,,
POL18917162,Health,165025,1557.45,2018-02-07,2026-01-04,Annually,Lapsed,CUST41756964,,
POL93569527,Life,41252,1246.83,2019-06-20,2024-04-27,Annually,Lapsed,CUST80341849,,
POL08022082,Auto,380387,1487.79,2018-08-26,2021-02-20,Annually,Lapsed,CUST61699442,,
POL39776148,Life,306883,558.99,2015-03-22,2023-11-22,Annually,Terminated,CUST08745607,,
POL59128367,Health,434183,1781.37,2020-06-12,2027-07-22,Quarterly,Terminated,CUST87522482,,
POL25339559,Health,237668,1919.99,2023-02-24,2030-08-26,Quarterly,Active,CUST22979259,,
POL99509489,Health,199531,1002.6,2016-05-17,2021-07-03,Annually,Active,CUST05448990,,
POL24131589,Health,307255,320.96,2024-04-08,2028-09-01,Quarterly,Active,CUST80620284,,
POL53014679,Auto,473362,748.59,2015-12-19,2025-10-28,Quarterly,Active,CUST90674765,,
POL36551695,Life,439132,825.18,2023-10-18,2033-03-19,Monthly,Lapsed,CUST44416294,,
POL45897709,Property,322423,502.98,2023-08-17,2029-03-20,Annually,Lapsed,CUST77141677,,
POL24059480,Life,271971,158.27,2017-11-14,2027-08-07,Quarterly,Active,CUST39434727,,
POL34097370,Life,120233,538.62,2019-06-20,2025-10-09,Quarterly,Lapsed,CUST25664706,,
POL20155433,Property,349926,1988.96,2021-05-21,2030-01-28,Monthly,Terminated,CUST26183899,,
POL88048338,Property,229327,1200.63,2016-02-12,2023-11-11,Quarterly,Lapsed,CUST32422139,,
POL08306459,Property,435880,491.39,2020-05-01,2023-12-31,Quarterly,Active,CUST28636367,,
POL83627294,Life,32092,651.5,2015-09-24,2017-02-10,Monthly,Active,CUST38077133,,
POL67370723,Health,477474,931.7,2021-11-14,2031-04-03,Monthly,Active,CUST92557259,,
POL56855277,Life,489052,756.9,2023-08-15,2030-07-30,Monthly,Active,CUST51111317,,
POL71025279,Property,136519,554.36,2015-08-09,2018-09-05,Quarterly,Terminated,CUST00376151,,
POL89877141,Property,491553,974.78,2024-02-11,2027-12-05,Quarterly,Active,CUST43474845,,
POL46278459,Auto,205903,1326.6,2024-06-22,2028-03-27,Quarterly,Lapsed,CUST47750404,,
POL23225249,Life,96126,1371.34,2014-12-31,2021-11-10,Monthly,Terminated,CUST85445586,,
POL97046010,Health,344772,1954.64,2015-11-07,2025-06-26,Quarterly,Active,CUST55058209,,
POL04685108,Health,265293,1621.16,2015-01-15,2018-09-21,Annually,Active,CUST48975513,,
POL41128359,Auto,488924,1236.63,2023-05-26,2027-05-31,Quarterly,Terminated,CUST48150903,,
POL93053026,Auto,405434,436.33,2023-09-09,2032-01-21,Monthly,Lapsed,CUST76347079,,
POL48548690,Life,286441,1864.15,2021-08-02,2029-05-27,Quarterly,Lapsed,CUST59353588,,
POL09899083,Health,296905,148.16,2020-09-28,2026-08-25,Monthly,Terminated,CUST97084481,,
POL28544968,Property,67018,842.07,2022-06-30,2025-10-23,Quarterly,Active,CUST15729440,,
POL32747822,Life,216473,1817.14,2017-06-10,2020-09-25,Annually,Lapsed,CUST51004971,,
POL40953889,Auto,168075,1402.47,2020-06-06,2024-04-11,Quarterly,Lapsed,CUST76099488,,
POL71377159,Property,97714,1498.58,2020-05-29,2027-07-08,Annually,Active,CUST39647338,,
POL12620607,Life,208073,253.07,2024-02-11,2031-12-16,Monthly,Terminated,CUST45786640,,
POL03542172,Property,20808,1868.37,2020-07-11,2021-10-03,Monthly,Active,CUST84858008,,
POL19062916,Property,93069,1625.86,2024-01-29,2026-03-02,Annually,Active,CUST57350810,,
POL79030894,Health,260765,1500.08,2018-03-29,2024-09-18,Quarterly,Lapsed,CUST28258809,,
POL24466673,Property,224846,250.66,2023-01-24,2024-06-09,Monthly,Active,CUST92631069,,
POL95548739,Life,269049,1168.54,2024-06-06,2028-06-27,Annually,Terminated,CUST87054211,,
POL06082159,Life,113307,1798.29,2018-03-01,2020-01-19,Annually,Lapsed,CUST29327405,,
POL61268918,Health,313895,1392.25,2018-09-26,2022-01-01,Monthly,Terminated,CUST71761032,,
POL43684594,Property,153244,1464.06,2017-01-28,2021-02-16,Annually,Lapsed,CUST41638643,,
POL48638488,Life,371737,1988.42,2023-10-19,2025-07-03,Annually,Terminated,CUST91932461,,
POL79633584,Auto,13225,543.74,2021-05-30,2022-08-06,Monthly,Lapsed,CUST76280899,,
POL05425412,Life,144308,650.11,2021-11-15,2025-08-08,Monthly,Active,CUST64402425,,
POL03268061,Auto,375145,1721.39,2020-08-01,2028-08-14,Annually,Lapsed,CUST31049765,,
POL58046238,Health,366924,1084.41,2020-04-07,2023-12-24,Annually,Terminated,CUST24156688,,
POL00555987,Life,490902,339.66,2015-03-29,2020-05-14,Quarterly,Active,CUST26092604,,
POL64301411,Property,395841,1006.99,2024-04-21,2026-07-13,Annually,Lapsed,CUST34127687,,
POL44117650,Property,493491,1314.28,2024-01-29,2031-11-27,Annually,Lapsed,CUST69641136,,
POL96996630,Auto,448034,1152.97,2016-05-12,2025-10-14,Quarterly,Active,CUST97879695,,
POL29698184,Auto,450948,867.42,2017-09-29,2019-01-18,Monthly,Lapsed,CUST71225485,,
POL61337531,Auto,204208,332.35,2016-01-17,2024-03-03,Annually,Terminated,CUST55740087,,
POL87102563,Life,280509,1631.01,2015-01-21,2023-09-07,Monthly,Terminated,CUST81280296,,
