Agent ID,Renewal Status,Policy Discounts,Risk Score,Policy ID
AGT27964540,Pending,39,93,POL68840569
AGT73250290,Not Renewed,42,36,POL59080097
AGT09202087,Not Renewed,31,32,POL75342581
AGT33462929,Renewed,47,100,POL80560091
AGT33646681,Renewed,3,50,POL19924089
AGT24123322,Not Renewed,43,52,POL65040463
AGT26732066,Not Renewed,40,34,POL48871817
AGT35694926,Pending,8,45,POL41207897
AGT75086221,Not Renewed,7,97,POL47660863
AGT65211786,Not Renewed,39,83,POL30839784
AGT40942105,Renewed,10,86,POL37677741
AGT62215753,Renewed,31,18,POL67385863
AGT86707971,Not Renewed,14,11,POL52131318
AGT81747217,Pending,5,76,POL19793427
AGT24449694,Not Renewed,20,9,POL21472760
AGT11922744,Not Renewed,48,64,POL58933149
AGT26076493,Pending,23,31,POL25392096
AGT94835963,Pending,39,3,POL12917640
AGT64097179,Pending,7,89,POL99154634
AGT49624335,Pending,22,12,POL63440106
AGT49245664,Not Renewed,29,40,POL83258516
AGT71236709,Not Renewed,26,10,POL94782191
AGT82854714,Not Renewed,0,44,POL15463503
AGT80220827,Renewed,35,9,POL20706206
AGT14025957,Pending,16,49,POL00874992
AGT52528684,Not Renewed,12,40,POL44369068
AGT55199019,Renewed,48,2,POL22842025
AGT43552718,Pending,8,72,POL09444948
AGT27976365,Pending,41,30,POL28145230
AGT86110587,Not Renewed,25,54,POL71626215
AGT45149392,Renewed,33,64,POL34664875
AGT06716573,Renewed,15,61,POL63887686
AGT23851228,Pending,43,36,POL26441179
AGT15090095,Pending,12,30,POL94534713
AGT87557610,Pending,18,15,POL61326572
AGT00588361,Renewed,30,78,POL02370104
AGT39932908,Renewed,8,45,POL25240752
AGT56094221,Renewed,47,52,POL09632911
AGT18077838,Renewed,24,60,POL96461175
AGT29470577,Not Renewed,25,86,POL87625141
AGT67691960,Not Renewed,36,7,POL72620502
AGT40649534,Renewed,4,41,POL06079689
AGT44460415,Pending,9,47,POL88411869
AGT89512041,Not Renewed,1,70,POL55036826
AGT33751603,Pending,31,34,POL50892587
AGT22085996,Not Renewed,12,29,POL80170716
AGT39920368,Not Renewed,1,92,POL39619519
AGT38282186,Not Renewed,14,9,POL50101215
AGT50627769,Not Renewed,40,93,POL00700775
AGT01927888,Not Renewed,41,51,POL67523094
AGT57208382,Not Renewed,17,4,POL72000232
AGT87343883,Renewed,8,42,POL90189213
AGT57309182,Renewed,28,72,POL92386046
AGT42533329,Pending,6,45,POL73143221
AGT69827735,Not Renewed,36,47,POL53379185
AGT16179367,Pending,34,50,POL47327506
AGT84536336,Pending,33,80,POL13383594
AGT95764320,Pending,27,49,POL67043142
AGT42156875,Not Renewed,18,78,POL50918861
AGT45465916,Not Renewed,42,92,POL36441440
AGT74314112,Renewed,21,10,POL96262921
AGT59997160,Not Renewed,28,83,POL99499463
AGT52483847,Renewed,49,74,POL91712276
AGT38209641,Not Renewed,18,52,POL31787198
AGT89577600,Not Renewed,6,94,POL08738740
AGT34238646,Renewed,36,46,POL17891442
AGT69874293,Renewed,40,14,POL71538226
AGT01681681,Not Renewed,3,53,POL77743586
AGT15769069,Pending,7,6,POL05711191
AGT31291538,Renewed,7,90,POL22946424
AGT43900235,Renewed,2,3,POL20614853
AGT61480686,Pending,11,36,POL86747748
AGT17403849,Renewed,0,35,POL29088779
AGT01833144,Renewed,22,37,POL93447913
AGT13205473,Renewed,15,62,POL41257003
AGT27597022,Pending,32,77,POL99145104
AGT47029292,Renewed,50,47,POL46952826
AGT56754655,Pending,13,48,POL21888730
AGT08512331,Renewed,2,93,POL21102975
AGT48652271,Not Renewed,31,10,POL92124618
AGT92337556,Pending,40,80,POL01760964
AGT29014646,Renewed,44,66,POL54754157
AGT35957207,Pending,31,96,POL25321971
AGT44523020,Pending,0,31,POL27825756
AGT10898526,Pending,37,16,POL96689813
AGT70506510,Pending,34,70,POL54131362
AGT45072302,Not Renewed,21,36,POL08111147
AGT22308714,Not Renewed,38,66,POL10125019
AGT50878522,Renewed,37,24,POL18629977
AGT58376718,Pending,23,54,POL05757630
AGT17988290,Renewed,39,93,POL34609667
AGT04993407,Pending,34,80,POL28345234
AGT10063562,Renewed,38,34,POL43038676
AGT52655520,Pending,19,33,POL45200895
AGT38826618,Not Renewed,25,64,POL45269265
AGT31343400,Pending,45,78,POL85051035
AGT91560052,Pending,37,86,POL77001792
AGT94987830,Not Renewed,6,35,POL16384443
AGT36654775,Renewed,13,33,POL58924354
AGT40137090,Not Renewed,44,100,POL61380833
AGT60594561,Not Renewed,13,47,POL13756321
AGT66173437,Pending,16,1,POL05422944
AGT86102098,Not Renewed,3,89,POL46408344
AGT41438464,Pending,37,13,POL06244566
AGT16927362,Pending,7,4,POL81978916
AGT94697022,Pending,48,15,POL38653037
AGT00894685,Renewed,9,99,POL09045141
AGT20328171,Renewed,9,9,POL90750748
AGT52551133,Renewed,0,57,POL21603808
AGT12658374,Pending,26,27,POL05899397
AGT03300478,Not Renewed,31,59,POL80956972
AGT68506638,Renewed,10,91,POL19177817
AGT56428080,Renewed,22,74,POL92889380
AGT90374060,Pending,3,15,POL78176386
AGT31967687,Pending,30,64,POL04691373
AGT48785733,Renewed,47,33,POL86881272
AGT21495798,Not Renewed,14,15,POL50787866
AGT77594004,Renewed,7,94,POL16680260
AGT16417201,Pending,36,43,POL11235338
AGT86361652,Pending,50,11,POL95397773
AGT65162667,Pending,11,43,POL03108905
AGT35484081,Renewed,5,49,POL40242558
AGT48143995,Not Renewed,26,59,POL92654706
AGT22568757,Pending,41,64,POL79167800
AGT76688130,Renewed,34,37,POL25010710
AGT66247641,Renewed,43,61,POL07883345
AGT18963304,Renewed,49,6,POL88877150
AGT02398751,Pending,15,64,POL10715809
AGT74909667,Not Renewed,33,81,POL96943795
AGT60459885,Pending,39,30,POL87949298
AGT63420461,Not Renewed,38,15,POL31242516
AGT53707768,Pending,38,30,POL02018032
AGT87837652,Pending,18,38,POL04376186
AGT83638122,Pending,25,11,POL19709461
AGT35387477,Renewed,37,9,POL62969017
AGT80415491,Renewed,2,96,POL63810929
AGT67390325,Not Renewed,32,57,POL73385230
AGT21926359,Not Renewed,10,53,POL75665661
AGT28385844,Not Renewed,2,66,POL42401961
AGT62073164,Not Renewed,5,18,POL81304497
AGT58494042,Not Renewed,41,30,POL43112527
AGT56572242,Renewed,44,97,POL51431594
AGT62792372,Renewed,34,52,POL01761052
AGT87066886,Not Renewed,5,81,POL40414509
AGT16937584,Renewed,4,93,POL90757042
AGT91226468,Pending,14,5,POL03903128
AGT70649070,Pending,49,2,POL76144005
AGT71367337,Not Renewed,3,81,POL64086911
AGT90861627,Not Renewed,22,69,POL57255628
AGT01486373,Pending,18,38,POL23599244
AGT05786826,Pending,22,77,POL28741464
AGT87148625,Pending,26,43,POL75577474
AGT87148761,Renewed,19,34,POL65525755
AGT47368133,Not Renewed,34,29,POL82520665
AGT74398198,Not Renewed,32,30,POL74434126
AGT28175449,Not Renewed,10,82,POL85168651
AGT19195332,Not Renewed,5,35,POL83633099
AGT38672937,Not Renewed,1,67,POL24186172
AGT07494892,Pending,13,99,POL07053909
AGT37209201,Pending,48,60,POL84894422
AGT83826476,Renewed,16,7,POL75119597
AGT89727526,Pending,41,15,POL51011477
AGT10982844,Pending,2,8,POL48850895
AGT21760158,Pending,26,71,POL24286854
AGT05869470,Not Renewed,32,62,POL13813789
AGT82205993,Pending,7,17,POL73426057
AGT93962598,Pending,43,98,POL50813853
AGT03680729,Not Renewed,40,61,POL98385553
AGT66225466,Pending,35,85,POL93524693
AGT11628866,Not Renewed,20,25,POL28999466
AGT84263446,Not Renewed,2,15,POL20316923
AGT89900219,Renewed,35,68,POL90352176
AGT78074097,Renewed,3,19,POL76724353
AGT25278698,Pending,26,45,POL02097405
AGT35643053,Not Renewed,0,34,POL31424622
AGT57623856,Pending,29,66,POL25895940
AGT82098534,Not Renewed,22,15,POL16366853
AGT37491168,Pending,25,5,POL80090521
AGT29669995,Not Renewed,17,63,POL55309097
AGT63101793,Not Renewed,37,51,POL86348344
AGT13615911,Renewed,21,56,POL22122728
AGT49587146,Pending,30,93,POL90177568
AGT79970849,Not Renewed,8,21,POL23565642
AGT35840435,Pending,15,17,POL72422033
AGT56150027,Pending,47,12,POL95639941
AGT38692502,Renewed,38,88,POL83116097
AGT50869404,Renewed,42,49,POL91451194
AGT33892713,Not Renewed,23,90,POL38948704
AGT61633049,Renewed,9,11,POL41034337
AGT94545406,Pending,49,8,POL43471833
AGT11940692,Renewed,2,25,POL69546989
AGT37021573,Renewed,29,6,POL65041637
AGT73410286,Pending,27,12,POL39194296
AGT60325093,Pending,13,15,POL05755013
AGT17421478,Not Renewed,50,50,POL51199484
AGT28087956,Renewed,22,14,POL01616706
AGT43324463,Pending,28,40,POL16109896
AGT40157357,Pending,5,67,POL39219301
AGT27406281,Not Renewed,11,59,POL90263618
AGT77500984,Not Renewed,0,13,POL11702115
AGT28257925,Not Renewed,1,29,POL87735228
AGT39417649,Renewed,5,69,POL58712097
AGT47466808,Pending,10,54,POL64806756
AGT44338704,Not Renewed,6,9,POL46052776
AGT51191981,Renewed,30,62,POL59354713
AGT26290466,Renewed,35,76,POL64516432
AGT33127589,Renewed,42,98,POL71891068
AGT90030803,Not Renewed,25,93,POL80333003
AGT96515567,Not Renewed,6,56,POL36980547
AGT90305635,Not Renewed,37,99,POL58860880
AGT50675364,Pending,1,87,POL77178021
AGT35363026,Renewed,2,75,POL69269293
AGT23812663,Not Renewed,42,49,POL10755071
AGT59431661,Not Renewed,15,33,POL83932917
AGT92670415,Renewed,45,6,POL30832962
AGT76118615,Not Renewed,50,78,POL74345799
AGT46007016,Not Renewed,50,64,POL61443977
AGT81477800,Pending,3,92,POL75770781
AGT17534254,Pending,19,60,POL80727318
AGT43178186,Pending,9,55,POL18952128
AGT62048697,Not Renewed,14,52,POL42317567
AGT49458975,Pending,3,71,POL63888565
AGT66420760,Not Renewed,9,40,POL30873119
AGT87242817,Not Renewed,31,5,POL62871234
AGT18884220,Renewed,47,13,POL18819689
AGT31226558,Not Renewed,8,16,POL16070403
AGT01560546,Renewed,36,44,POL60646707
AGT08130203,Renewed,46,90,POL32772716
AGT99170180,Not Renewed,48,59,POL95213167
AGT48392982,Renewed,39,31,POL31757726
AGT37796742,Renewed,48,75,POL48239604
AGT54611926,Not Renewed,40,30,POL44439232
AGT97821101,Pending,25,40,POL88923538
AGT97024352,Not Renewed,33,85,POL76125657
AGT29094657,Not Renewed,48,55,POL88975946
AGT33763743,Not Renewed,12,38,POL68700634
AGT81877182,Renewed,19,66,POL49857741
AGT37641676,Not Renewed,45,74,POL19229138
AGT29604624,Not Renewed,33,20,POL75076805
AGT24125945,Pending,25,62,POL02009211
AGT92041556,Pending,28,17,POL57089386
AGT45221264,Pending,22,90,POL14906583
AGT39111510,Renewed,15,67,POL02523874
AGT78497444,Renewed,3,10,POL93167566
AGT36772556,Renewed,20,57,POL38489977
AGT34796602,Pending,23,45,POL67771931
AGT73276235,Not Renewed,34,54,POL25416062
AGT70089191,Not Renewed,38,94,POL71333294
AGT35679825,Not Renewed,7,28,POL59833526
AGT48802978,Pending,33,4,POL25350275
AGT27790810,Not Renewed,46,23,POL75778354
AGT17228513,Pending,16,78,POL19200793
AGT85767244,Pending,26,67,POL94710663
AGT91579507,Not Renewed,2,86,POL94207540
AGT02941324,Not Renewed,23,55,POL30316211
AGT63287381,Renewed,48,40,POL98087224
AGT08725498,Renewed,39,19,POL33352305
AGT53000157,Not Renewed,43,58,POL71278302
AGT02427859,Pending,36,56,POL18044385
AGT39696464,Not Renewed,26,94,POL27083712
AGT48639808,Pending,34,79,POL85712571
AGT82258804,Renewed,43,1,POL03040811
AGT93755716,Pending,40,60,POL27437608
AGT73642940,Renewed,10,56,POL87258820
AGT48607715,Pending,31,98,POL83312613
AGT97857831,Pending,22,65,POL40215067
AGT08731727,Renewed,2,34,POL06350413
AGT34328156,Not Renewed,12,51,POL92999675
AGT77697788,Pending,0,17,POL14084452
AGT80802696,Not Renewed,38,54,POL32669675
AGT84691100,Renewed,1,76,POL38638977
AGT34575181,Not Renewed,34,78,POL16642790
AGT27787080,Renewed,5,40,POL20525212
AGT47001627,Pending,7,43,POL94568655
AGT69351585,Not Renewed,18,97,POL97188917
AGT26707211,Not Renewed,48,19,POL44866114
AGT90474136,Pending,31,31,POL14768104
AGT65459694,Renewed,48,100,POL84783513
AGT14531371,Not Renewed,25,67,POL39824076
AGT98186910,Pending,34,18,POL87395621
AGT78486063,Pending,46,95,POL47337085
AGT75137301,Pending,37,80,POL09137788
AGT42251005,Renewed,19,27,POL18109413
AGT64990582,Pending,19,45,POL98954758
AGT03361970,Renewed,39,1,POL89918097
AGT33064955,Not Renewed,33,12,POL57420005
AGT41177303,Renewed,17,95,POL55813188
AGT71044411,Pending,30,78,POL13957620
AGT29255598,Pending,30,86,POL91419021
AGT34621918,Pending,49,9,POL12299687
AGT28455488,Renewed,1,3,POL89273756
AGT42866434,Not Renewed,41,76,POL19285022
AGT12155044,Renewed,4,11,POL17436318
AGT13427034,Not Renewed,23,8,POL96697698
AGT09655008,Not Renewed,42,94,POL75979242
AGT65890885,Renewed,1,55,POL05438535
AGT39444101,Not Renewed,5,28,POL78402619
AGT61606418,Renewed,11,34,POL87581875
AGT31346386,Pending,12,35,POL47653540
AGT47153337,Pending,44,30,POL17886964
AGT22391038,Pending,14,30,POL20382669
AGT81198254,Renewed,29,83,POL87600552
AGT30037297,Renewed,45,66,POL44007868
AGT29338297,Renewed,48,28,POL41189495
AGT16070327,Renewed,23,80,POL69142405
AGT88447930,Not Renewed,27,78,POL15552279
AGT10291213,Not Renewed,48,65,POL49796640
AGT58395717,Pending,49,11,POL08274005
AGT90389633,Pending,14,36,POL96802208
AGT68554383,Not Renewed,40,53,POL56794770
AGT11030602,Not Renewed,40,48,POL64349650
AGT47843632,Renewed,0,11,POL06336076
AGT44091780,Renewed,29,35,POL07367741
AGT66192018,Pending,0,27,POL81900573
AGT71509384,Renewed,24,92,POL23594874
AGT61255956,Not Renewed,49,63,POL01048465
AGT33830594,Pending,17,15,POL47162094
AGT12122721,Renewed,16,2,POL20394281
AGT50506627,Not Renewed,6,1,POL33725370
AGT00961440,Not Renewed,23,40,POL64365523
AGT01351488,Renewed,8,19,POL47060142
AGT41800937,Not Renewed,12,11,POL66448558
AGT32498264,Pending,28,36,POL34084242
AGT09176413,Not Renewed,28,21,POL11723296
AGT38630652,Not Renewed,11,58,POL36118464
AGT05539539,Renewed,12,22,POL66055000
AGT39853641,Not Renewed,37,70,POL02979851
AGT42149212,Not Renewed,6,93,POL63461298
AGT42429170,Not Renewed,14,89,POL31396762
AGT72577580,Not Renewed,20,29,POL70014788
AGT09806626,Renewed,48,61,POL38002249
AGT18385295,Not Renewed,24,18,POL35182756
AGT36913776,Not Renewed,1,81,POL08758463
AGT61541716,Pending,35,75,POL76536421
AGT40585779,Pending,12,25,POL85498031
AGT65952651,Pending,35,81,POL86414767
AGT08934606,Pending,16,34,POL24233428
AGT32282079,Not Renewed,7,84,POL68324145
AGT63450811,Not Renewed,27,23,POL82024984
AGT66053049,Not Renewed,4,62,POL33132201
AGT45927210,Pending,49,30,POL05477127
AGT46639984,Renewed,27,77,POL02410052
AGT74178084,Renewed,32,39,POL63841611
AGT11404949,Pending,40,44,POL68447418
AGT92014316,Not Renewed,33,64,POL09476689
AGT32253357,Renewed,22,57,POL99781193
AGT09910291,Pending,46,97,POL86878649
AGT67477818,Renewed,13,20,POL96966394
AGT01523212,Pending,28,83,POL89382366
AGT43531160,Not Renewed,24,58,POL23611289
AGT59173331,Pending,35,74,POL04897483
AGT89160939,Not Renewed,22,8,POL55604629
AGT35350430,Renewed,27,13,POL99777818
AGT00258139,Not Renewed,41,27,POL33527199
AGT86084107,Renewed,11,49,POL42502114
AGT52196681,Renewed,5,72,POL90366335
AGT78696823,Pending,28,35,POL49414469
AGT95746701,Not Renewed,7,92,POL47418940
AGT29408195,Not Renewed,32,42,POL74047876
AGT58234531,Not Renewed,9,71,POL03776378
AGT63826131,Pending,35,84,POL05559370
AGT28741636,Renewed,8,53,POL30983744
AGT26136588,Renewed,1,92,POL38989710
AGT10134418,Renewed,35,10,POL26638176
AGT89611531,Pending,6,23,POL02132679
AGT63972678,Not Renewed,38,23,POL80780707
AGT98262497,Pending,32,53,POL53814466
AGT58072310,Pending,11,24,POL85755692
AGT77665196,Pending,46,7,POL34491800
AGT10798682,Renewed,41,98,POL43894987
AGT60256623,Pending,30,22,POL83352802
AGT48648196,Renewed,40,66,POL77797320
AGT87886601,Renewed,41,91,POL11981142
AGT80112756,Pending,31,29,POL49316714
AGT16013168,Renewed,50,83,POL77047263
AGT26101789,Renewed,39,6,POL63829204
AGT11850511,Pending,32,26,POL68917134
AGT81826907,Renewed,48,69,POL51777585
AGT93914108,Pending,45,59,POL12063534
AGT23926614,Not Renewed,1,65,POL40022085
AGT48297489,Not Renewed,19,92,POL00255979
AGT43386489,Not Renewed,8,42,POL07593318
AGT24206107,Pending,12,21,POL60886939
AGT36032088,Renewed,3,38,POL16238853
AGT59901984,Not Renewed,3,27,POL63634769
AGT08052756,Pending,35,51,POL21670174
AGT76620075,Not Renewed,27,61,POL14632307
AGT25807500,Renewed,19,76,POL42215039
AGT11891977,Renewed,20,10,POL70674011
AGT18760407,Renewed,45,88,POL17046298
AGT36376460,Renewed,36,54,POL89915201
AGT04684814,Not Renewed,37,75,POL42743605
AGT59311679,Renewed,14,90,POL25852828
AGT97943582,Pending,5,44,POL56810401
AGT97446453,Pending,2,76,POL22122235
AGT65216818,Pending,13,3,POL07274715
AGT35872755,Renewed,48,58,POL64016468
AGT83182603,Pending,43,93,POL53040094
AGT12855540,Pending,47,44,POL92249528
AGT85233413,Renewed,18,45,POL33469758
AGT33029455,Pending,16,36,POL77489665
AGT24709358,Not Renewed,8,70,POL69506822
AGT40776814,Not Renewed,31,24,POL46846423
AGT45173601,Renewed,11,1,POL09280039
AGT68303469,Not Renewed,6,11,POL43731827
AGT92689840,Renewed,15,71,POL20321964
AGT31944289,Pending,26,66,POL35769314
AGT24923093,Pending,4,66,POL29044573
AGT01533792,Renewed,28,92,POL84360532
AGT19368023,Not Renewed,23,67,POL91389692
AGT41113260,Pending,8,50,POL01510023
AGT07785311,Pending,50,37,POL24627769
AGT53160198,Renewed,45,39,POL80710223
AGT79987069,Renewed,17,86,POL24132405
AGT57054730,Renewed,3,87,POL14931411
AGT46049154,Renewed,25,42,POL22105377
AGT96502109,Pending,38,50,POL42020993
AGT32149378,Renewed,45,17,POL95259878
AGT88211515,Not Renewed,36,64,POL64342111
AGT53361275,Not Renewed,38,73,POL88446355
AGT80038994,Not Renewed,23,15,POL61863200
AGT70332554,Pending,42,56,POL89325440
AGT33189850,Pending,40,43,POL16855866
AGT98782912,Not Renewed,39,63,POL03641837
AGT56377586,Renewed,20,84,POL62130164
AGT81033200,Renewed,49,49,POL53093436
AGT10475203,Renewed,4,98,POL73129459
AGT27523466,Not Renewed,35,75,POL85437892
AGT00419177,Renewed,16,17,POL14494138
AGT09924967,Not Renewed,10,13,POL22033410
AGT60833731,Pending,45,13,POL92140300
AGT03475014,Renewed,34,51,POL64494784
AGT30659621,Pending,10,70,POL34720084
AGT16307812,Not Renewed,45,57,POL90628400
AGT80663674,Renewed,22,47,POL52076686
AGT01588110,Renewed,7,20,POL52977927
AGT98181748,Pending,35,2,POL08708649
AGT97067461,Pending,46,59,POL69552685
AGT54658273,Renewed,5,2,POL39763262
AGT60693073,Pending,12,52,POL15272448
AGT38589516,Not Renewed,24,85,POL15259304
AGT77341413,Not Renewed,25,47,POL25394718
AGT19083098,Pending,40,54,POL45256846
AGT04770405,Pending,41,44,POL40901995
AGT67884176,Renewed,43,12,POL12925982
AGT24793547,Pending,46,7,POL44595284
AGT98588641,Not Renewed,3,4,POL62589013
AGT82105963,Pending,42,7,POL71988877
AGT08090160,Not Renewed,26,60,POL80973920
AGT21530821,Renewed,4,3,POL31372369
AGT58853780,Not Renewed,23,55,POL02345359
AGT24681551,Renewed,17,91,POL47336501
AGT61560533,Renewed,47,79,POL99450257
AGT57099391,Renewed,32,83,POL30184185
AGT83849728,Pending,12,34,POL23949239
AGT91305453,Pending,22,57,POL92996796
AGT51486795,Not Renewed,34,26,POL91245659
AGT08226312,Renewed,49,79,POL48533616
AGT27400102,Not Renewed,15,14,POL01744770
AGT98944061,Pending,11,26,POL57229212
AGT72072222,Renewed,41,61,POL11305221
AGT55721345,Not Renewed,16,92,POL19959727
AGT17693445,Pending,0,5,POL91999842
AGT35961738,Renewed,22,95,POL67267899
AGT94015214,Renewed,13,66,POL32368471
AGT43814035,Pending,0,81,POL66040683
AGT21739611,Not Renewed,17,69,POL22068904
AGT28288303,Not Renewed,8,27,POL54704012
AGT45845088,Not Renewed,14,54,POL36840871
AGT54100764,Not Renewed,35,99,POL69516845
AGT32803645,Pending,24,28,POL20002970
AGT97960201,Renewed,23,29,POL24534591
AGT23245900,Renewed,22,20,POL41259303
AGT42629466,Renewed,18,35,POL08962462
AGT96043448,Renewed,4,58,POL30621978
AGT47699828,Renewed,42,34,POL04304374
AGT33231455,Pending,25,45,POL52319023
AGT55507667,Renewed,15,82,POL41920122
AGT30672953,Pending,37,35,POL45603213
AGT48263165,Not Renewed,33,95,POL78017200
AGT21526423,Renewed,15,84,POL22916343
AGT76790642,Renewed,32,97,POL17278693
AGT16146674,Pending,44,25,POL83669063
AGT84324013,Pending,8,16,POL89341687
AGT74330166,Not Renewed,36,2,POL85174489
AGT96501755,Renewed,36,21,POL04244704
AGT94127331,Pending,12,66,POL00460604
AGT21628003,Renewed,11,8,POL04830457
AGT87035128,Renewed,18,12,POL69656985
AGT33518879,Pending,29,59,POL83436800
AGT02128514,Not Renewed,30,98,POL84743216
AGT33651354,Pending,43,3,POL23689303
AGT24351293,Not Renewed,50,94,POL68135895
AGT23999328,Not Renewed,11,14,POL66329660
AGT82968492,Renewed,6,62,POL86127854
AGT64998923,Pending,33,66,POL83412862
AGT03020799,Renewed,21,20,POL46201776
AGT84740515,Not Renewed,43,38,POL01050561
AGT38290011,Renewed,18,17,POL21535465
